File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_13191289_6c2b_4741_93e1_82d53bd0e703,Participant,subClassOf,https://w3id.org/emmo#EMMO_90ae56e4_d197_49b6_be1a_0049e4756606,Continuant,"A continuant (here called object) is usually defined as a whole whose all possible temporal parts are always satisfying a specific criterion (wich is the classical definition of continuants).
However that's not possible in general, since we will finally end to temporal parts whose temporal extension is so small that the connectivity relations that define the object will no longer hold. That's the case when the temporal interval is lower than the interval that characterize the causality interactions between the object parts.
In other terms, if the time span of a temporal part is lower than the inverse of the frequency of interactions between the constituents, then the constituents in such temporal part are not connected. The object is no more an object, neither an item, but simply a collection of fundamental parts.
To overcome this issue, we can identify an minimum holistic temporal part (a lower time interval value), below which a specific definition for an object type does not hold anymore, that is called a fundamental."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_13191289_6c2b_4741_93e1_82d53bd0e703,Participant,subClassOf,https://w3id.org/emmo#EMMO_fcae603e_aa6e_4940_9fa1_9f0909cabf3b,HolisticSpatialPart,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_43815c80_05dc_5917_8d52_b200badbf1d3,DubniumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#AmpereHourPerKilogram,AmpereHourPerKilogram,subClassOf,https://w3id.org/emmo#EMMO_4dbe2b16_3e84_4049_898d_eb89bcc925a2,ElectricChargePerMassUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#AmpereHourPerKilogram,AmpereHourPerKilogram,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_d8aa8e1f_b650_416d_88a0_5118de945456,ConventionalProperty,subClassOf,https://w3id.org/emmo#EMMO_dd4a7f3e_ef56_466c_ac1a_d2716b5f87ec,PhysicalProperty,"Subclasses of 'ObjectiveProperty' classify objects according to the type semiosis that is used to connect the property to the object (e.g. by measurement, by convention, by modelling)."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/OpenReadingFrame,open reading frame,subClassOf,http://semanticscience.org/resource/GeneComponent,gene component,A gene component is a component of a gene.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/GeometryChangingProcess,Geometry Changing Process,subClassOf,https://w3id.org/pmd/co/Process,Process,"A series of actions or operations conducing to an end
In PMD, a process is conducted via processing nodes and has a discernable duration as part of a workflow. A process consumes objects and parameters. A process potentially generates new objects and measurements. A process is either a transformative process or a non-transformative process with respect to objects processed via a processing node. There are primarily two types of distinguishable processes: manufacture process, analysis process. A process is a series of operations that are subordinate processes."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetreKelvin,Square Metre Kelvin,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#SquareMetreKelvin,Square Metre Kelvin,subClassOf,https://w3id.org/emmo#EMMO_ceaa4c6b_f5b7_46f4_bfcd_16eb4afab945,AreaTemperatureUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/AcademicDepartment,academic department,subClassOf,http://semanticscience.org/resource/AcademicOrganization,academic organization,"An academic organization is a lawfully recognized organization that confers diplomas, degrees and other forms of recognition of academic achievement."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Quote,Quote,subClassOf,http://purl.org/ontology/bibo/Excerpt,Excerpt,A passage selected from a larger work.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Matrix,matrix,subClassOf,http://semanticscience.org/resource/RankNonzeroTensor,rank nonzero tensor,a rank nonzero tensor is a tensor with a rank greater than zero.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Heatmap,heatmap,subClassOf,http://semanticscience.org/resource/Chart,chart,"A chart is a figure that displays the relationship among tabular numeric data, functions or some kinds of qualitative structures."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/TransformativeAnalysisProcess,Transformative Analysis Process,subClassOf,https://w3id.org/pmd/co/AnalysingProcess,Analyseprozess,"A process that is driven by the primary intent to gain new measurements
An analysis process is either a transformative process or a non-transformative process."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Protein,protein,subClassOf,http://semanticscience.org/resource/AminoAcidPolymer,amino acid polymer,an amino acid polymer is an organic polymer composed of two or more amino acid residues.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ContainmentQuality,containment quality,subClassOf,http://semanticscience.org/resource/MereologicalQuality,mereological quality,a mereological quality is a quality of an entity vis-a-vis containment or parthood
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToExcite,to excite,subClassOf,http://semanticscience.org/resource/ToSupplyEnergy,to supply energy,to supply energy is the capability to transfer energy from a source to a sink.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/HeatTreatmentProcess,Heat Treatment Process,subClassOf,https://w3id.org/pmd/co/ConditioningProcess,Conditioning Process,"Diese Aktivität beschreibt den Prozess und die Maßnahmen, die ergriffen werden, um einen materiellen Gegenstand auf vordefinierte Umgebungsbedingungen einzustellen. This activity describes the process of and the measures taken to set a tangible object to pre-defined environmental conditions."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_24b30ba4_90f4_423d_93d2_fd0fde349087,Shape4x3Matrix,subClassOf,https://w3id.org/emmo#EMMO_1cba0b27_15d0_4326_933f_379d0b3565b6,2DArray,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Pathogen,pathogen,subClassOf,http://semanticscience.org/resource/Organism,organism,A biological organisn is a biological entity that consists of one or more cells and is capable of genomic replication (independently or not).
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_4894a40d_6bf5_54a2_8b21_e9b278e0e973,EuropiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_22744495_4f32_4a17_b189_259c644268f9,Schubumformen,subClassOf,https://w3id.org/emmo#EMMO_2b4783a6_36ad_48c8_8f5d_fe7c05ad298b,Umformen,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/NodeInfo,Knoteninformation,subClassOf,https://w3id.org/pmd/co/ValueObject,Value Object,"A :ValueObject is a simple entity which represents a specific value. This value can be a numerical, textual, or a more complex data structure. If a literal value is to be specified, the :value datatype property has to be used. In cases where the value is represented by a resource (e.g. URI), the :resource object property has to be used.

A value object, respectively its value, is always associated with an entity of type :Process, :ProcessingNode, or :Object (e.g. :Specimen). The value is meant to be a charactaristic of the associated entity. To express this association it is indended to use the :participant object property.

A value object might also refer to a certain unit. The :unit property might be used (e.g. with QUDT ontology).

Instances of a value object might be specified as a specific Parameter, namely a SetPoint (nominal value), or Measurement. With :Setpoint the intend is to express, that the value is meant to be some preset, setting or nominal value. :Measurement expresses, that the value has been measured or determined somehow (see example).

Instances of a value object might also be specified in a specific DataScope (:Metadata, :PrimaryData, :SecondaryData)."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/DieDiameter,Die Diameter,subClassOf,obo:PATO_0001334,Diameter,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_6378a9e9_29e5_5cae_b75b_46ca365e49b9,TantalumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToServeAs,to serve as,subClassOf,http://semanticscience.org/resource/ToActivelyInteractWith,to actively interact with,to actively interact with is the capability to interact with another entity in a way that requires physical contact.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ToActivelyInteractWith,to actively interact with,subClassOf,http://semanticscience.org/resource/ToInteractWith,to interact with,to interact with is a capabililty that involves another object.
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/ThermalDiffusivity,Thermal Diffusivity,subClassOf,http://materialsmine.org/ns/ThermalProperty,Thermal Property,"A material's property describing the materials ability to absorb, conduct, or otherwise interact with energy in the form of heat."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#LitrePerHour,Litre Per Hour,subClassOf,https://w3id.org/emmo#EMMO_a88475b9_c745_4a47_9403_ab0d158b9b1b,VolumePerTimeUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#LitrePerHour,Litre Per Hour,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_54dc83cb_06e1_4739_9e45_bc09cead7f48,Boolean,subClassOf,https://w3id.org/emmo#EMMO_21f56795_ee72_4858_b571_11cfaa59c1a8,Numeral,"A number individual provides the link between the ontology and the actual data, through the data property hasNumericalValue. A number is actually a string (e.g. 1.4, 1e-8) of numerical digits and other symbols. However, in order not to increase complexity of the taxonomy and relations, here we take a number as an ""atomic"" object, without decomposit it in digits (i.e. we do not include digits in the EMMO as alphabet for numbers). In math usually number and numeral are distinct concepts, the numeral being the symbol or a composition of symbols (e.g. 3.14, 010010, three) and the number is the idea behind it.
More than one numeral stands for the same number.
In the EMMO abstract entities do not exists, and numbers are simply defined by other numerals, so that a number is the class of all the numerals that are equivalent (e.g. 3 and 0011 are numerals that stands for the same number).
Or alternatively, an integer numeral may also stands for a set of a specific cardinality (e.g. 3 stands for a set of three apples). Rational and real numbers are simply a syntactic arrangment of integers (digits, in decimal system).
The fact that you can't give a name to a number without using a numeral or, in case of positive integers, without referring to a real world objects set with specific cardinality, suggests that the abstract concept of number is not a concept that can be practically used.
For these reasons, the EMMO will consider numerals and numbers as the same concept."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_54dc83cb_06e1_4739_9e45_bc09cead7f48,Boolean,equivalentClass,Complex class expression,Restriction on hasNumericalValue some None,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/PageNumber,page number,subClassOf,http://semanticscience.org/resource/Count,count,The number of elements of a finite set of objects.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalMinute,Reciprocal Minute,subClassOf,https://w3id.org/emmo#EMMO_515b5579_d526_4842_9e6f_ecc34db6f368,FrequencyUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#ReciprocalMinute,Reciprocal Minute,subClassOf,https://w3id.org/emmo#EMMO_ac19c801_bead_4730_8b8c_50020eec45ec,SIAcceptedDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/AgingTime,Aging Time,subClassOf,https://w3id.org/pmd/co/Time,Time,A nonspatial continuum that is measured in terms of events which succeed one another from past through present to future.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/State,state,subClassOf,http://semanticscience.org/resource/GeopoliticalRegion,geopolitical region,a geopolitical region is a geographic region recognized by social or legal convention.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/AuthorList,author list,subClassOf,http://semanticscience.org/resource/OrderedList,ordered list,an ordered list is a list in which items are sequentially ordered.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Ploidy,ploidy,subClassOf,http://semanticscience.org/resource/CellularQuality,cellular quality,cellular quality is the quality of a cell
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_86ca9b93_1183_4b65_81b8_c0fcd3bba5ad,Artifact,subClassOf,https://w3id.org/emmo#EMMO_82fc8506_1f84_4add_9683_abea077bd1e3,Output,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_86ca9b93_1183_4b65_81b8_c0fcd3bba5ad,Artifact,subClassOf,https://w3id.org/emmo#EMMO_90ae56e4_d197_49b6_be1a_0049e4756606,Continuant,"A continuant (here called object) is usually defined as a whole whose all possible temporal parts are always satisfying a specific criterion (wich is the classical definition of continuants).
However that's not possible in general, since we will finally end to temporal parts whose temporal extension is so small that the connectivity relations that define the object will no longer hold. That's the case when the temporal interval is lower than the interval that characterize the causality interactions between the object parts.
In other terms, if the time span of a temporal part is lower than the inverse of the frequency of interactions between the constituents, then the constituents in such temporal part are not connected. The object is no more an object, neither an item, but simply a collection of fundamental parts.
To overcome this issue, we can identify an minimum holistic temporal part (a lower time interval value), below which a specific definition for an object type does not hold anymore, that is called a fundamental."
